Original Viral population,Original Host,Final_score,CRISPR score,Prophage blast score,WIsH score,Number of CRISPR matches,Max number of end mismatches detected in any CRISPR spacer,Prophage blast percent identity,Prophage blast viral contig coverage,tRNA match,Max number of end mismatches detected in host tRNA,Non-promiscuous tRNA match score,WIsH p-value,Viral population,Predicted host
Contig129231340||full,bin.019,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000045556,Virus_035581,BAC_Host_147
Contig146422871||full,bin.019,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.022657,Virus_043122,BAC_Host_147
Contig18784199||full,bin.019,4.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,Yes,0,3,0.0000132045,Virus_003551,BAC_Host_147
Contig18784214||full,bin.019,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000472333,Virus_003552,BAC_Host_147
Contig37188713||full,bin.019,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0173734,Virus_007410,BAC_Host_147
Contig48694126||full,bin.019,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000978197,Virus_010111,BAC_Host_147
Contig74696774||full,bin.019,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000100981,Virus_016874,BAC_Host_147
Contig79178323||full,bin.019,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000172918,Virus_018223,BAC_Host_147
Contig79910363||full,bin.019,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0244156,Virus_018439,BAC_Host_147
Contig88947567||full,bin.019,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000012343,Virus_021215,BAC_Host_147
Contig88947572||full,bin.019,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0144235,Virus_021216,BAC_Host_147
Contig92163809||full,bin.019,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000350908,Virus_022200,BAC_Host_147
Contig100050126||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0123965,Virus_024716,BAC_Host_094
Contig100172775||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0397526,Virus_024765,BAC_Host_094
Contig100348280||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0341336,Virus_024820,BAC_Host_094
Contig100365798||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00242754,Virus_024831,BAC_Host_094
Contig100377492||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000274514,Virus_024836,BAC_Host_094
Contig100377760||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000325483,Virus_024838,BAC_Host_094
Contig100377884||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00244939,Virus_024839,BAC_Host_094
Contig100389389||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0158212,Virus_024843,BAC_Host_094
Contig100518778||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0248751,Virus_024882,BAC_Host_094
Contig10059839||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00543041,Virus_001915,BAC_Host_094
Contig100670492||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00320098,Virus_024947,BAC_Host_094
Contig100742230||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0206801,Virus_024977,BAC_Host_094
Contig100859240||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000625679,Virus_025017,BAC_Host_094
Contig100875481||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00430242,Virus_025026,BAC_Host_094
Contig100904731||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0139518,Virus_025048,BAC_Host_094
Contig100928147||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00231221,Virus_025058,BAC_Host_094
Contig100934230||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00632388,Virus_025063,BAC_Host_094
Contig101045217||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0346036,Virus_025103,BAC_Host_094
Contig101181818||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.034703,Virus_025168,BAC_Host_094
Contig101332528||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0102971,Virus_025229,BAC_Host_094
Contig101338391||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00696985,Virus_025230,BAC_Host_094
Contig101385240||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00659087,Virus_025239,BAC_Host_094
Contig101467510||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0105778,Virus_025277,BAC_Host_094
Contig101474722||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00109609,Virus_025278,BAC_Host_094
Contig101531965||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0446924,Virus_025292,BAC_Host_094
Contig101572880||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0192896,Virus_025306,BAC_Host_094
Contig101614737||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0246485,Virus_025330,BAC_Host_094
Contig101643382||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002526,Virus_025339,BAC_Host_094
Contig101643496||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0131487,Virus_025341,BAC_Host_094
Contig101707932||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0342593,Virus_025354,BAC_Host_094
Contig10172558||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.041235,Virus_001933,BAC_Host_094
Contig101790184||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0044292,Virus_025383,BAC_Host_094
Contig102118395||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00112188,Virus_025492,BAC_Host_094
Contig10215522||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018414,Virus_001944,BAC_Host_094
Contig102295129||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000215903,Virus_025550,BAC_Host_094
Contig102295778||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.046248,Virus_025551,BAC_Host_094
Contig102306167||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0288333,Virus_025554,BAC_Host_094
Contig102347121||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0456194,Virus_025562,BAC_Host_094
Contig102364713||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00787628,Virus_025566,BAC_Host_094
Contig102417713||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00477179,Virus_025581,BAC_Host_094
Contig102448201||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0269155,Virus_025592,BAC_Host_094
Contig102576448||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000238814,Virus_025635,BAC_Host_094
Contig102617443||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0357767,Virus_025651,BAC_Host_094
Contig102617444||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01183,Virus_025652,BAC_Host_094
Contig102629451||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0329348,Virus_025656,BAC_Host_094
Contig102787925||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0336935,Virus_025718,BAC_Host_094
Contig102840711||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0212562,Virus_025740,BAC_Host_094
Contig102946469||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000792487,Virus_025768,BAC_Host_094
Contig102975826||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0466936,Virus_025778,BAC_Host_094
Contig102987574||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00172875,Virus_025785,BAC_Host_094
Contig102987581||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00497034,Virus_025786,BAC_Host_094
Contig103087398||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000649115,Virus_025818,BAC_Host_094
Contig103381479||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0446173,Virus_025933,BAC_Host_094
Contig103387363||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0313585,Virus_025937,BAC_Host_094
Contig103393311||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0140709,Virus_048258,BAC_Host_094
Contig103428808||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000209146,Virus_025955,BAC_Host_094
Contig10349979||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0123065,Virus_001964,BAC_Host_094
Contig103522683||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0209746,Virus_025976,BAC_Host_094
Contig103540374||full,bin.020,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000026499,Virus_025983,BAC_Host_094
Contig103557982||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000431101,Virus_025988,BAC_Host_094
Contig103834215||full,bin.020,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.53499E-11,Virus_026080,BAC_Host_094
Contig103834218||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00275916,Virus_026081,BAC_Host_094
Contig103910576||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0462143,Virus_026100,BAC_Host_094
Contig103959699||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00136394,Virus_026122,BAC_Host_094
Contig104034509||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0204942,Virus_026147,BAC_Host_094
Contig104034513||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0254188,Virus_026148,BAC_Host_094
Contig104040129||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0261319,Virus_026150,BAC_Host_094
Contig104211137||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00909153,Virus_026222,BAC_Host_094
Contig104216733||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00817126,Virus_026224,BAC_Host_094
Contig104234369||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000311879,Virus_026231,BAC_Host_094
Contig104293163||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0078784,Virus_026249,BAC_Host_094
Contig104299085||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01533,Virus_026252,BAC_Host_094
Contig10430401||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0382661,Virus_001988,BAC_Host_094
Contig104311287||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000147866,Virus_026255,BAC_Host_094
Contig104334341||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000515651,Virus_026259,BAC_Host_094
Contig104399474||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0355977,Virus_026280,BAC_Host_094
Contig104499167||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0484592,Virus_026316,BAC_Host_094
Contig104534383||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0322447,Virus_026323,BAC_Host_094
Contig104675483||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0190494,Virus_026375,BAC_Host_094
Contig104728477||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0131104,Virus_026396,BAC_Host_094
Contig104734255||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000896876,Virus_026397,BAC_Host_094
Contig104763897||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012812,Virus_026409,BAC_Host_094
Contig104970002||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00062684,Virus_026465,BAC_Host_094
Contig105029764||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0157213,Virus_026491,BAC_Host_094
Contig105088022||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0153364,Virus_026506,BAC_Host_094
Contig105146627||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00519562,Virus_026520,BAC_Host_094
Contig105152495||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0105642,Virus_026523,BAC_Host_094
Contig105164505||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0254033,Virus_026528,BAC_Host_094
Contig105258772||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006866,Virus_026573,BAC_Host_094
Contig105258773||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0353922,Virus_026574,BAC_Host_094
Contig105323589||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.034482,Virus_026595,BAC_Host_094
Contig105341858||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0289964,Virus_026597,BAC_Host_094
Contig105454029||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0064008,Virus_026633,BAC_Host_094
Contig105543759||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00176489,Virus_026650,BAC_Host_094
Contig105612335||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0330635,Virus_026682,BAC_Host_094
Contig105641636||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000437672,Virus_026690,BAC_Host_094
Contig105671299||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00653532,Virus_026700,BAC_Host_094
Contig105789109||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00622964,Virus_026759,BAC_Host_094
Contig105794683||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00570084,Virus_026763,BAC_Host_094
Contig105906403||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0286058,Virus_026804,BAC_Host_094
Contig105971025||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0409741,Virus_026818,BAC_Host_094
Contig106130576||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004936,Virus_026888,BAC_Host_094
Contig106165371||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00460892,Virus_026903,BAC_Host_094
Contig106195568||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00238741,Virus_026911,BAC_Host_094
Contig106207904||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00449472,Virus_026914,BAC_Host_094
Contig106230128||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00967912,Virus_026919,BAC_Host_094
Contig106300789||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00189111,Virus_026949,BAC_Host_094
Contig106312609||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00932116,Virus_026954,BAC_Host_094
Contig106389307||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0350862,Virus_026982,BAC_Host_094
Contig106418820||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.048287,Virus_027000,BAC_Host_094
Contig106454162||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0281052,Virus_027018,BAC_Host_094
Contig106467032||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0167743,Virus_027026,BAC_Host_094
Contig106495315||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000228879,Virus_027039,BAC_Host_094
Contig106530721||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000639172,Virus_027045,BAC_Host_094
Contig106573064||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00151345,Virus_027064,BAC_Host_094
Contig106613196||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0143441,Virus_027079,BAC_Host_094
Contig106660985||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0311243,Virus_027098,BAC_Host_094
Contig106978450||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0203163,Virus_027198,BAC_Host_094
Contig107071674||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00688646,Virus_048263,BAC_Host_094
Contig107072900||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00395736,Virus_027245,BAC_Host_094
Contig107074224||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0328122,Virus_027248,BAC_Host_094
Contig107155695||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000787543,Virus_027279,BAC_Host_094
Contig107238936||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00183664,Virus_027306,BAC_Host_094
Contig107263418||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0478554,Virus_027312,BAC_Host_094
Contig107338550||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000101895,Virus_027331,BAC_Host_094
Contig107403577||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000427596,Virus_027360,BAC_Host_094
Contig107415273||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0266913,Virus_027368,BAC_Host_094
Contig107450666||full,bin.020,6,NaN,NaN,3,NaN,NaN,NaN,NaN,Yes,0,3,0,Virus_027384,BAC_Host_094
Contig107450686||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0147388,Virus_027385,BAC_Host_094
Contig107485893||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034288,Virus_027391,BAC_Host_094
Contig107511181||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0349096,Virus_027394,BAC_Host_094
Contig107533585||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0102226,Virus_027399,BAC_Host_094
Contig107780868||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000425871,Virus_027471,BAC_Host_094
Contig108058905||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000729953,Virus_027567,BAC_Host_094
Contig108135540||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00446251,Virus_027596,BAC_Host_094
Contig108247925||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0304917,Virus_027625,BAC_Host_094
Contig108271345||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0443263,Virus_027635,BAC_Host_094
Contig108330428||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00684494,Virus_027661,BAC_Host_094
Contig108431663||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00400939,Virus_027700,BAC_Host_094
Contig108525456||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0141505,Virus_027730,BAC_Host_094
Contig108543003||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000037305,Virus_027731,BAC_Host_094
Contig108602038||full,bin.020,2,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000626075,Virus_027745,BAC_Host_094
Contig108684309||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.038273,Virus_027771,BAC_Host_094
Contig108767410||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000298948,Virus_027796,BAC_Host_094
Contig108772999||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000410277,Virus_027800,BAC_Host_094
Contig10895356||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003743,Virus_002067,BAC_Host_094
Contig108981631||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0315368,Virus_027857,BAC_Host_094
Contig109016930||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019456,Virus_027869,BAC_Host_094
Contig109038225||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00240026,Virus_027880,BAC_Host_094
Contig109044157||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0196787,Virus_027882,BAC_Host_094
Contig109044164||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0340006,Virus_027887,BAC_Host_094
Contig109044166||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0483163,Virus_027889,BAC_Host_094
Contig109086010||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00754654,Virus_027908,BAC_Host_094
Contig109104170||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0377213,Virus_027912,BAC_Host_094
Contig109115316||full,bin.020,1.5,NaN,NaN,1.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000257876,Virus_027918,BAC_Host_094
Contig109221166||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00107127,Virus_027951,BAC_Host_094
Contig109256712||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00747215,Virus_027973,BAC_Host_094
Contig109345226||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00952775,Virus_027997,BAC_Host_094
Contig109357238||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00557262,Virus_028004,BAC_Host_094
Contig109447571||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0339346,Virus_028027,BAC_Host_094
Contig109546162||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0056074,Virus_028056,BAC_Host_094
Contig10968028||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00203493,Virus_002084,BAC_Host_094
Contig10974924||full,bin.020,0.5,NaN,NaN,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0109979,Virus_002089,BAC_Host_094
Contig109894582||full,bin.020,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00682724,Virus_028169,BAC_Host_094
