	VIRSorter category	Circular	Prophage	Gene count	Strand switches	potential AMG count	Transposase present	Possible Non-Viral Contig	Viral genes with host benefits	Viral genes with unknown function	Viral hypothetical genes	Viral structure genes	Viral genes with viral benefits	Viral replication genes
Contig100963392||full	0	False	0	10	2	0	False	0.0	0.0	1.0	9.0	0.0	0.0	0.0
Contig100963397||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig100963404||full	0	False	0	4	1	0	True	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig100963846||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig100969428||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig100975179||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig100980983||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig100992675||full	0	False	0	6	2	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig100992682||full	0	False	0	4	0	0	False	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Contig101001||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101004265||full	0	False	0	5	3	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101022426||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig101027661||full	0	False	0	9	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig101045215||full	0	False	0	20	0	0	False	0.0	0.0	0.0	19.0	0.0	0.0	1.0
Contig101045216||full	0	False	0	14	0	0	False	0.07142857142857142	1.0	0.0	13.0	0.0	0.0	0.0
Contig101045217||full	0	False	0	23	2	0	False	0.043478260869565216	1.0	0.0	22.0	0.0	0.0	0.0
Contig101045218||full	0	False	0	80	0	1	False	0.025	2.0	5.0	70.0	0.0	3.0	0.0
Contig101052105||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101056920||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig101056926||full	0	False	0	8	2	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig101057661||full	0	False	0	8	0	0	False	0.0	0.0	1.0	6.0	0.0	0.0	1.0
Contig101058863||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101062819||full	0	False	0	10	4	0	False	0.0	0.0	0.0	9.0	0.0	0.0	1.0
Contig101062822||full	0	False	0	14	7	0	False	0.07142857142857142	1.0	0.0	13.0	0.0	0.0	0.0
Contig101062823||full	0	False	0	7	3	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig101074545||full	0	False	0	5	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig101074558||full	0	False	0	17	3	0	False	0.0	0.0	1.0	16.0	0.0	0.0	0.0
Contig101074561||full	0	False	0	12	0	0	False	0.0	0.0	1.0	11.0	0.0	0.0	0.0
Contig101074562||full	0	False	0	19	4	0	False	0.0	0.0	1.0	17.0	0.0	1.0	0.0
Contig101074564||full	0	False	0	12	0	0	False	0.0	0.0	1.0	11.0	0.0	0.0	0.0
Contig10107994||full	0	False	0	34	0	0	False	0.029411764705882353	1.0	1.0	32.0	0.0	0.0	0.0
Contig101086244||full	0	False	0	3	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101086723||full	0	False	0	5	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig101092182||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig101098389||full	0	False	0	4	1	0	False	0.25	1.0	0.0	2.0	0.0	0.0	1.0
Contig101115690||full	0	False	0	5	3	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101115727||full	0	False	0	3	0	0	True	0.0	0.0	0.0	1.0	0.0	0.0	2.0
Contig101116202||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101121721||full	0	False	0	3	1	0	False	0.0	0.0	1.0	1.0	0.0	0.0	1.0
Contig101121822||full	0	False	0	3	0	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig101127389||full	0	False	0	30	2	0	False	0.0	0.0	2.0	28.0	0.0	0.0	0.0
Contig101127390||full	0	False	0	3	0	0	False	0.0	0.0	1.0	1.0	1.0	0.0	0.0
Contig101127391||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101127398||full	0	False	0	4	1	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig101133307||full	0	False	0	4	2	0	False	0.0	0.0	2.0	1.0	1.0	0.0	0.0
Contig101133309||full	0	False	0	9	0	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig101133373||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig10113414||full	0	False	0	6	1	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig10113493||full	0	False	0	6	3	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig101139243||full	0	False	0	3	1	0	False	0.0	0.0	0.0	2.0	1.0	0.0	0.0
Contig101147116||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101151027||full	0	False	0	10	1	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig101156699||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101156702||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101157445||full	0	False	0	6	0	0	False	0.0	0.0	0.0	5.0	1.0	0.0	0.0
Contig101158894||full	0	False	0	3	0	0	False	0.6666666666666666	2.0	0.0	1.0	0.0	0.0	0.0
Contig101161308||full	0	False	0	15	1	0	False	0.0	0.0	0.0	14.0	0.0	1.0	0.0
Contig101162519||full	0	False	0	13	1	0	False	0.0	0.0	1.0	11.0	1.0	0.0	0.0
Contig101162520||full	0	False	0	9	5	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig101162523||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig101162526||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	0.0	1.0	0.0
Contig101162527||full	0	False	0	7	4	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig101162560||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101180175||full	0	False	0	7	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	1.0
Contig101180191||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101181818||full	0	False	0	11	4	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig101186034||full	0	False	0	4	0	0	False	0.0	0.0	2.0	2.0	0.0	0.0	0.0
Contig101186370||full	0	False	0	11	3	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig101191931||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101197835||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101209470||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig101210442||full	0	False	0	6	0	0	False	0.0	0.0	0.0	5.0	1.0	0.0	0.0
Contig101215376||full	0	False	0	6	3	1	False	0.0	0.0	0.0	5.0	0.0	0.0	1.0
Contig101221208||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig101223386||full	0	False	0	4	3	0	False	0.25	1.0	1.0	2.0	0.0	0.0	0.0
Contig101232940||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101232941||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig101232944||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig101232979||full	0	False	0	4	0	0	False	0.0	0.0	0.0	3.0	1.0	0.0	0.0
Contig10124173||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101244644||full	0	False	0	5	3	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101250651||full	0	False	0	3	1	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig101250867||full	0	False	0	9	0	0	False	0.0	0.0	1.0	8.0	0.0	0.0	0.0
Contig101256597||full	0	False	0	9	0	0	False	0.0	0.0	1.0	5.0	0.0	2.0	1.0
Contig101262307||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	1.0	0.0	0.0
Contig101263019||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig101263020||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig101263021||full	0	False	0	15	0	0	False	0.0	0.0	0.0	15.0	0.0	0.0	0.0
Contig101263022||full	0	False	0	24	1	0	False	0.0	0.0	0.0	23.0	1.0	0.0	0.0
Contig101274341||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101279992||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101280118||full	0	False	0	3	1	0	True	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig101280871||full	0	False	0	4	0	0	False	0.25	1.0	2.0	1.0	0.0	0.0	0.0
Contig101285864||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101285873||full	0	False	0	8	5	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig101285941||full	0	False	0	10	3	0	False	0.0	0.0	2.0	8.0	0.0	0.0	0.0
Contig101297669||full	0	False	0	2	0	0	False	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Contig101298831||full	0	False	0	4	2	0	False	0.5	2.0	0.0	2.0	0.0	0.0	0.0
Contig101309527||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig10131128||full	0	False	0	21	0	1	False	0.0	0.0	4.0	17.0	0.0	0.0	0.0
Contig10131129||full	0	False	0	11	0	0	False	0.0	0.0	1.0	9.0	1.0	0.0	0.0
Contig101315020||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101315213||full	0	False	0	5	2	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101320855||full	0	False	0	8	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig101320858||full	0	False	0	12	0	0	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig101320860||full	0	False	0	15	0	0	False	0.0	0.0	1.0	14.0	0.0	0.0	0.0
Contig101320862||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig101320866||full	0	False	0	12	2	0	False	0.0	0.0	1.0	10.0	0.0	0.0	1.0
Contig101326697||full	0	False	0	9	0	0	False	0.0	0.0	2.0	6.0	0.0	0.0	1.0
Contig101326795||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101332506||full	0	False	0	5	1	0	False	0.0	0.0	2.0	3.0	0.0	0.0	0.0
Contig101332522||full	0	False	0	8	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig101332524||full	0	False	0	8	0	0	False	0.0	0.0	1.0	6.0	0.0	1.0	0.0
Contig101332525||full	0	False	0	20	0	0	False	0.0	0.0	1.0	18.0	1.0	0.0	0.0
Contig101332528||full	0	False	0	11	0	0	False	0.09090909090909091	1.0	1.0	8.0	0.0	0.0	1.0
Contig101361901||full	0	False	0	2	0	0	False	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Contig101367729||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig101367855||full	0	False	0	4	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig101379447||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101385235||full	0	False	0	89	4	1	False	0.011235955056179775	1.0	7.0	77.0	1.0	0.0	3.0
Contig101385236||full	0	False	0	32	0	0	False	0.0	0.0	3.0	29.0	0.0	0.0	0.0
Contig101386460||full	0	False	0	6	0	0	False	0.0	0.0	0.0	3.0	1.0	0.0	2.0
Contig101391120||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101391143||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig101396984||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig101397228||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101414553||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig101414735||full	0	False	0	6	1	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig101420392||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101426255||full	0	False	0	61	6	0	False	0.0	0.0	3.0	55.0	1.0	0.0	2.0
Contig101426322||full	0	False	0	8	4	0	False	0.125	1.0	1.0	6.0	0.0	0.0	0.0
Contig101432172||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig101432173||full	0	False	0	3	0	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig101432186||full	0	False	0	9	1	0	False	0.0	0.0	1.0	7.0	0.0	1.0	0.0
Contig101443876||full	0	False	0	21	0	0	False	0.0	0.0	2.0	19.0	0.0	0.0	0.0
Contig101443877||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig101443879||full	0	False	0	8	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	1.0
Contig101443880||full	0	False	0	19	2	0	False	0.0	0.0	2.0	17.0	0.0	0.0	0.0
Contig101443881||full	0	False	0	12	0	0	False	0.0	0.0	0.0	11.0	0.0	0.0	1.0
Contig101443882||full	0	False	0	16	0	0	False	0.0	0.0	0.0	16.0	0.0	0.0	0.0
Contig101444016||full	0	False	0	5	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig101444239||full	0	False	0	12	0	0	False	0.0	0.0	1.0	11.0	0.0	0.0	0.0
Contig1014477||full	0	False	0	12	1	0	False	0.0	0.0	1.0	11.0	0.0	0.0	0.0
Contig101451043||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101455627||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig10145679||full	0	False	0	23	0	1	False	0.043478260869565216	1.0	2.0	19.0	0.0	0.0	1.0
Contig10145691||full	0	False	0	3	2	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig101461562||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101462142||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101467495||full	0	False	0	11	1	0	False	0.0	0.0	1.0	10.0	0.0	0.0	0.0
Contig101467499||full	0	False	0	6	3	0	False	0.16666666666666666	1.0	0.0	5.0	0.0	0.0	0.0
Contig101467507||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101474722||full	0	False	0	6	1	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig101474723||full	0	False	0	4	0	0	False	0.5	2.0	0.0	2.0	0.0	0.0	0.0
Contig101475484||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101481000||full	0	False	0	4	1	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig101485034||lt2gene	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig101487204||full	0	False	0	3	1	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig101490887||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101491728||full	0	False	0	2	1	0	False	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Contig101502633||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig101504101||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101508565||full	0	False	0	6	0	1	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig101514388||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101520275||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101526514||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig101531965||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101531989||full	0	False	0	4	0	1	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101532009||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101532012||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig101532825||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig101537796||full	0	False	0	2	1	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig10156350||full	0	False	0	9	0	1	False	0.1111111111111111	1.0	0.0	8.0	0.0	0.0	0.0
Contig101567059||full	0	False	0	5	1	0	True	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig101569051||full	0	False	0	9	0	0	False	0.0	0.0	0.0	8.0	0.0	1.0	0.0
Contig101573613||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig101573614||full	0	False	0	21	1	0	False	0.047619047619047616	1.0	0.0	20.0	0.0	0.0	0.0
Contig101573619||full	0	False	0	5	0	0	False	0.4	2.0	0.0	3.0	0.0	0.0	0.0
Contig101573624||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig101578709||full	0	False	0	50	3	0	False	0.04	2.0	2.0	45.0	0.0	0.0	1.0
Contig101578711||full	0	False	0	17	5	0	False	0.0	0.0	1.0	16.0	0.0	0.0	0.0
Contig101584626||full	0	False	0	8	0	0	False	0.0	0.0	1.0	7.0	0.0	0.0	0.0
Contig101585176||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101590502||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101590503||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig101590504||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig101590505||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101590507||full	0	False	0	22	0	0	False	0.0	0.0	1.0	21.0	0.0	0.0	0.0
Contig101590508||full	0	False	0	69	7	5	False	0.08695652173913043	6.0	4.0	55.0	2.0	1.0	1.0
Contig101602506||full	0	False	0	8	3	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig101608173||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101608180||full	0	False	0	5	0	0	False	0.0	0.0	1.0	4.0	0.0	0.0	0.0
Contig101614056||full	0	False	0	7	2	0	False	0.0	0.0	1.0	6.0	0.0	0.0	0.0
Contig101614737||full	0	False	0	4	2	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig101631652||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101637511||full	0	False	0	3	0	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig101637892||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101643388||full	0	False	0	3	2	0	False	0.3333333333333333	1.0	0.0	2.0	0.0	0.0	0.0
Contig101656706||full	0	False	0	9	1	0	False	0.1111111111111111	1.0	1.0	7.0	0.0	0.0	0.0
Contig101661056||full	0	False	0	7	2	0	False	0.0	0.0	0.0	6.0	0.0	0.0	1.0
Contig10167200||full	0	False	0	6	3	0	True	0.0	0.0	0.0	5.0	0.0	0.0	1.0
Contig101672804||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101678612||full	0	False	0	6	3	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig101678617||full	0	False	0	3	0	0	False	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Contig101690775||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101702016||full	0	False	0	5	2	0	False	0.2	1.0	0.0	4.0	0.0	0.0	0.0
Contig101702017||full	0	False	0	6	1	0	False	0.0	0.0	2.0	4.0	0.0	0.0	0.0
Contig101707927||full	0	False	0	10	0	0	False	0.0	0.0	1.0	8.0	0.0	0.0	1.0
Contig101713934||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101713964||full	0	False	0	11	1	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig101719799||full	0	False	0	3	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	1.0
Contig101719810||full	0	False	0	4	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101719824||full	0	False	0	7	4	0	False	0.0	0.0	0.0	6.0	0.0	0.0	1.0
Contig101737581||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig101737668||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101743258||full	0	False	0	13	0	0	False	0.0	0.0	2.0	11.0	0.0	0.0	0.0
Contig101743259||full	0	False	0	62	2	0	False	0.0	0.0	5.0	54.0	2.0	0.0	1.0
Contig101743261||full	0	False	0	10	0	0	False	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Contig101743263||full	0	False	0	10	0	0	False	0.0	0.0	0.0	9.0	0.0	0.0	1.0
Contig101743300||full	0	False	0	16	0	0	False	0.0	0.0	1.0	15.0	0.0	0.0	0.0
Contig101743301||full	0	False	0	11	0	0	False	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Contig101749124||full	0	False	0	8	0	0	False	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Contig101749126||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig101755011||full	0	False	0	5	0	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101760952||full	0	False	0	9	2	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig101772644||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101778473||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101790183||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig101790184||full	0	False	0	31	3	0	False	0.0	0.0	1.0	30.0	0.0	0.0	0.0
Contig101790189||full	0	False	0	5	1	0	False	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101796105||full	0	False	0	6	1	0	False	0.16666666666666666	1.0	0.0	5.0	0.0	0.0	0.0
Contig101801855||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101813637||full	0	False	0	2	1	0	False	0.5	1.0	0.0	1.0	0.0	0.0	0.0
Contig101813644||full	0	False	0	4	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	1.0
Contig101814171||full	0	False	0	4	1	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101819591||full	0	False	0	12	6	2	False	0.08333333333333333	1.0	2.0	8.0	0.0	0.0	1.0
Contig101819608||full	0	False	0	6	0	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig101819609||full	0	False	0	13	2	0	False	0.0	0.0	0.0	13.0	0.0	0.0	0.0
Contig101831244||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig10183316||full	0	False	0	13	1	0	False	0.0	0.0	0.0	13.0	0.0	0.0	0.0
Contig10183321||full	0	False	0	10	0	0	False	0.0	0.0	1.0	6.0	1.0	0.0	2.0
Contig101834372||full	0	False	0	47	2	0	False	0.0	0.0	4.0	43.0	0.0	0.0	0.0
Contig101836174||full	0	False	0	35	1	0	False	0.0	0.0	0.0	35.0	0.0	0.0	0.0
Contig101843141||full	0	False	0	7	0	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig101843144||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101843581||full	0	False	0	3	0	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101849009||full	0	False	0	12	0	1	False	0.0	0.0	0.0	12.0	0.0	0.0	0.0
Contig101849010||full	0	False	0	9	3	0	False	0.0	0.0	1.0	6.0	0.0	0.0	2.0
Contig101850272||full	0	False	0	7	2	0	False	0.0	0.0	0.0	7.0	0.0	0.0	0.0
Contig101854776||full	0	False	0	4	2	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig101854789||full	0	False	0	6	4	0	False	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Contig101854790||full	0	False	0	12	2	0	False	0.0	0.0	1.0	11.0	0.0	0.0	0.0
Contig101866567||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101872427||full	0	False	0	6	2	0	False	0.16666666666666666	1.0	0.0	5.0	0.0	0.0	0.0
Contig101884139||full	0	False	0	11	4	0	False	0.0	0.0	2.0	9.0	0.0	0.0	0.0
Contig101901941||full	0	False	0	3	1	0	False	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Contig101902805||full	0	False	0	2	0	0	False	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Contig10190427||full	0	False	0	6	3	0	False	0.16666666666666666	1.0	0.0	5.0	0.0	0.0	0.0
Contig101907511||full	0	False	0	4	0	0	False	0.25	1.0	0.0	3.0	0.0	0.0	0.0
Contig101907521||full	0	False	0	13	0	0	False	0.0	0.0	1.0	12.0	0.0	0.0	0.0
Contig101913335||full	0	False	0	9	1	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig101919200||full	0	False	0	7	0	0	False	0.0	0.0	2.0	5.0	0.0	0.0	0.0
Contig101931541||0_partial	0	False	0	14	1	0	False	0.0	0.0	0.0	13.0	1.0	0.0	0.0
Contig101933099||full	0	False	0	5	0	0	False	0.0	0.0	0.0	4.0	0.0	0.0	1.0
Contig101936725||full	0	False	0	9	4	0	False	0.0	0.0	0.0	9.0	0.0	0.0	0.0
Contig101954371||full	0	False	0	4	2	0	False	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Contig101960256||full	0	False	0	6	0	0	False	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Contig101962404||full	0	False	0	5	1	0	True	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Contig101966032||full	0	False	0	14	0	0	False	0.0	0.0	0.0	14.0	0.0	0.0	0.0
